surname,forename,player_name,ssn,season,disam_name
Sinclair,Roy,Roy Sinclair,1965,1965/66,Sinclair
Sinclair,Roy,Roy Sinclair,1966,1966/67,Sinclair
Sinclair,Roy,Roy Sinclair,1967,1967/68,Sinclair
Sinclair,Roy,Roy Sinclair,1968,1968/69,Sinclair
Sinclair,Roy,Roy Sinclair,1972,1972/73,Sinclair
Sinclair,Willie,Willie Sinclair,1960,1960/61,Sinclair
Smith,Derek,Derek Smith,1967,1967/68,Smith
Smith,Derek,Derek Smith,1968,1968/69,Smith
Smith,Derek,Derek Smith,1969,1969/70,Smith
Smith,George,George Smith,1924,1924/25,Smith
Smith,George,George Smith,1925,1925/26,Smith
Smith,John,John Smith,1988,1988/89,Smith
Smith,Reg,Reg Smith,1938,1938/39,Smith R
Smith,William,William Smith,1938,1938/39,Smith W
Speakman,Sammy,Sammy Speakman,1954,1954/55,Speakman
Speakman,Sammy,Sammy Speakman,1955,1955/56,Speakman
Spence,James,James Spence,1930,1930/31,Spence
Spencer,Reg,Reg Spencer,1931,1931/32,Spencer R
Spencer,Reg,Reg Spencer,1932,1932/33,Spencer R
Spencer,Reg,Reg Spencer,1933,1933/34,Spencer R
Spencer,Reg,Reg Spencer,1934,1934/35,Spencer R
Spencer,Reg,Reg Spencer,1935,1935/36,Spencer R
Spencer,Reg,Reg Spencer,1936,1936/37,Spencer R
Spencer,Reg,Reg Spencer,1937,1937/38,Spencer R
Spencer,Reg,Reg Spencer,1938,1938/39,Spencer R
Spencer,Teddy,Teddy Spencer,1932,1932/33,Spencer E
Spencer,Teddy,Teddy Spencer,1933,1933/34,Spencer E
Spink,Tony,Tony Spink,1956,1956/57,Spink
St John,Ian,Ian St John,1972,1972/73,St John
Stanley,Graham,Graham Stanley,1965,1965/66,Stanley
Steel,Jim,Jim Steel,1987,1987/88,Steel
Steel,Jim,Jim Steel,1988,1988/89,Steel
Steel,Jim,Jim Steel,1989,1989/90,Steel
Steel,Jim,Jim Steel,1990,1990/91,Steel
Steel,Jim,Jim Steel,1991,1991/92,Steel
Steele,Percy,Percy Steele,1945,1945/46,Steele
Steele,Percy,Percy Steele,1946,1946/47,Steele
Steele,Percy,Percy Steele,1947,1947/48,Steele
Steele,Percy,Percy Steele,1948,1948/49,Steele
Steele,Percy,Percy Steele,1949,1949/50,Steele
Steele,Percy,Percy Steele,1950,1950/51,Steele
Steele,Percy,Percy Steele,1951,1951/52,Steele
Steele,Percy,Percy Steele,1952,1952/53,Steele
Steele,Percy,Percy Steele,1953,1953/54,Steele
Steele,Percy,Percy Steele,1954,1954/55,Steele
Steele,Percy,Percy Steele,1955,1955/56,Steele
Steele,Percy,Percy Steele,1956,1956/57,Steele
Stephens,Terry,Terry Stephens,1955,1955/56,Stephens
Stephens,Terry,Terry Stephens,1956,1956/57,Stephens
Stevens,Dennis,Dennis Stevens,1966,1966/67,Stevens
Stevens,Dennis,Dennis Stevens,1967,1967/68,Stevens
Stevens,Gary,Gary Stevens,1994,1994/95,Stevens
Stevens,Gary,Gary Stevens,1995,1995/96,Stevens
Stevens,Gary,Gary Stevens,1996,1996/97,Stevens
Stevenson,Willie,Willie Stevenson,1973,1973/74,Stevenson
Storton,Stan,Stan Storton,1966,1966/67,Storton S
Storton,Stan,Stan Storton,1967,1967/68,Storton S
Storton,Stan,Stan Storton,1968,1968/69,Storton S
Storton,Stan,Stan Storton,1969,1969/70,Storton S
Storton,Trevor,Trevor Storton,1967,1967/68,Storton T
Storton,Trevor,Trevor Storton,1968,1968/69,Storton T
Storton,Trevor,Trevor Storton,1969,1969/70,Storton T
Storton,Trevor,Trevor Storton,1970,1970/71,Storton T
Storton,Trevor,Trevor Storton,1971,1971/72,Storton T
Stott,Tom,Tom Stott,1921,1921/22,Stott
Stuart,Eddie,Eddie Stuart,1964,1964/65,Stuart
Stuart,Eddie,Eddie Stuart,1965,1965/66,Stuart
Stuart,Tom,Tom Stuart,1921,1921/22,Stuart
Stuart,Tom,Tom Stuart,1922,1922/23,Stuart
Stuart,Tom,Tom Stuart,1923,1923/24,Stuart
Stuart,Tom,Tom Stuart,1924,1924/25,Stuart
Stuart,Tom,Tom Stuart,1925,1925/26,Stuart
Stuart,Tom,Tom Stuart,1926,1926/27,Stuart
Stuart,Tom,Tom Stuart,1927,1927/28,Stuart
Sugden,Arthur,Arthur Sugden,1921,1921/22,Sugden
Sugden,Arthur,Arthur Sugden,1922,1922/23,Sugden
Tansey,Gerard,Gerard Tansey,1955,1955/56,Tansey
Teale,Shaun,Shaun Teale,1995,1995/96,Teale
Teale,Shaun,Shaun Teale,1996,1996/97,Teale
Temple,Ernest,Ernest Temple,1932,1932/33,Temple
Temple,Ernest,Ernest Temple,1936,1936/37,Temple
Thirkell,Percy,Percy Thirkell,1925,1925/26,Thirkell
Thirkell,Percy,Percy Thirkell,1926,1926/27,Thirkell
Thirkell,Percy,Percy Thirkell,1927,1927/28,Thirkell
Thirkell,Percy,Percy Thirkell,1928,1928/29,Thirkell
Thirkell,Percy,Percy Thirkell,1929,1929/30,Thirkell
Thomas,John,John Thomas,1978,1978/79,Thomas
Thomas,Kevin,Kevin Thomas,1969,1969/70,Thomas
Thomas,Kevin,Kevin Thomas,1970,1970/71,Thomas
Thomas,Robert,Robert Thomas,1938,1938/39,Thomas
Thomas,Stanley,Stanley Thomas,1948,1948/49,Thomas SH
Thomas,Tony,Tony Thomas,1988,1988/89,Thomas
Thomas,Tony,Tony Thomas,1989,1989/90,Thomas
Thomas,Tony,Tony Thomas,1990,1990/91,Thomas
Thomas,Tony,Tony Thomas,1991,1991/92,Thomas
Thomas,Tony,Tony Thomas,1992,1992/93,Thomas
Thomas,Tony,Tony Thomas,1993,1993/94,Thomas
Thomas,Tony,Tony Thomas,1994,1994/95,Thomas
Thomas,Tony,Tony Thomas,1995,1995/96,Thomas
Thomas,Tony,Tony Thomas,1996,1996/97,Thomas
Thomas,William,William Thomas,1933,1933/34,Thomas
Thomas-Moore,Ian,Ian Thomas-Moore,1994,1994/95,Thomas-Moore
Thomas-Moore,Ian,Ian Thomas-Moore,1995,1995/96,Thomas-Moore
Thomas-Moore,Ian,Ian Thomas-Moore,1996,1996/97,Thomas-Moore
Thompson,Alex,Alex Thompson,1948,1948/49,Thompson
Thompson,Bob,Bob Thompson,1922,1922/23,Thompson
Thompson,Robert,Robert Thompson,1926,1926/27,Thompson
Thorn,Andy,Andy Thorn,1996,1996/97,Thorn
Thorpe,Adrian,Adrian Thorpe,1986,1986/87,Thorpe Ad
Thorpe,Andy,Andy Thorpe,1986,1986/87,Thorpe Andy
Thorpe,Andy,Andy Thorpe,1987,1987/88,Thorpe
Tilston,Tommy,Tommy Tilston,1951,1951/52,Tilston
Tong,Robert,Robert Tong,1932,1932/33,Tong
Tong,Robert,Robert Tong,1933,1933/34,Tong
Train,Ray,Ray Train,1985,1985/86,Train
Travis,Harry,Harry Travis,1938,1938/39,Travis
Tucker,Charles,Charles Tucker,1936,1936/37,Tucker
Twist,Frank,Frank Twist,1965,1965/66,Twist
Tynan,Bobby,Bobby Tynan,1972,1972/73,Tynan
Tynan,Bobby,Bobby Tynan,1973,1973/74,Tynan
Tynan,Bobby,Bobby Tynan,1974,1974/75,Tynan
Tynan,Bobby,Bobby Tynan,1975,1975/76,Tynan
Tynan,Bobby,Bobby Tynan,1976,1976/77,Tynan
Tynan,Bobby,Bobby Tynan,1977,1977/78,Tynan
Urmson,Fred,Fred Urmson,1927,1927/28,Urmson
Urmson,Fred,Fred Urmson,1928,1928/29,Urmson
Urmson,Fred,Fred Urmson,1929,1929/30,Urmson
Urmson,Fred,Fred Urmson,1930,1930/31,Urmson
Urmson,Fred,Fred Urmson,1931,1931/32,Urmson
Urmson,Fred,Fred Urmson,1932,1932/33,Urmson
Urmson,Fred,Fred Urmson,1933,1933/34,Urmson
Urmson,Fred,Fred Urmson,1934,1934/35,Urmson
Urmson,Fred,Fred Urmson,1935,1935/36,Urmson
Veitch,Tommy,Tommy Veitch,1972,1972/73,Veitch
Veitch,Tommy,Tommy Veitch,1973,1973/74,Veitch
Veitch,Tommy,Tommy Veitch,1974,1974/75,Veitch
Vickers,Steve,Steve Vickers,1985,1985/86,Vickers
Vickers,Steve,Steve Vickers,1986,1986/87,Vickers
Vickers,Steve,Steve Vickers,1987,1987/88,Vickers
Vickers,Steve,Steve Vickers,1988,1988/89,Vickers
Vickers,Steve,Steve Vickers,1989,1989/90,Vickers
Vickers,Steve,Steve Vickers,1990,1990/91,Vickers
Vickers,Steve,Steve Vickers,1991,1991/92,Vickers
Vickers,Steve,Steve Vickers,1992,1992/93,Vickers
Vickers,Steve,Steve Vickers,1993,1993/94,Vickers
Walkden,Edgar,Edgar Walkden,1938,1938/39,Walkden
Walls,Arthur,Arthur Walls,1954,1954/55,Walls
Walls,Arthur,Arthur Walls,1955,1955/56,Walls
Waring,Pongo,Pongo Waring,1927,1927/28,Waring
Waring,Pongo,Pongo Waring,1936,1936/37,Waring
Waring,Pongo,Pongo Waring,1937,1937/38,Waring
Waring,Pongo,Pongo Waring,1938,1938/39,Waring
Warren,Emrys,Emrys Warren,1933,1933/34,Warren
Warren,Emrys,Emrys Warren,1934,1934/35,Warren
Warriner,Steve,Steve Warriner,1982,1982/83,Warriner
Wassell,Gilbert,Gilbert Wassell,1937,1937/38,Wassell
Wassell,Gilbert,Gilbert Wassell,1938,1938/39,Wassell
Waterston,Archie,Archie Waterston,1929,1929/30,Waterston
Watson,Jack,Jack Watson,1933,1933/34,Watson
Watson,Jack,Jack Watson,1934,1934/35,Watson
Watson,Jack,Jack Watson,1935,1935/36,Watson
Watts,Farewell,Farewell Watts,1929,1929/30,Watts
Watts,Farewell,Farewell Watts,1930,1930/31,Watts
Watts,Farewell,Farewell Watts,1931,1931/32,Watts
Watts,Farewell,Farewell Watts,1932,1932/33,Watts
Watts,Farewell,Farewell Watts,1933,1933/34,Watts
Webb,John,John Webb,1974,1974/75,Webb
Weir,Jimmy,Jimmy Weir,1964,1964/65,Weir
Wellings,Barry,Barry Wellings,1982,1982/83,Wellings
Wellings,Barry,Barry Wellings,1983,1983/84,Wellings
West,Gordon,Gordon West,1976,1976/77,West
West,Gordon,Gordon West,1977,1977/78,West
West,Gordon,Gordon West,1978,1978/79,West
Westlake,Brian,Brian Westlake,1966,1966/67,Westlake
Wheeler,Johnny,Johnny Wheeler,1948,1948/49,Wheeler
Wheeler,Johnny,Johnny Wheeler,1949,1949/50,Wheeler
Wheeler,Johnny,Johnny Wheeler,1950,1950/51,Wheeler
White,Bob,Bob White,1925,1925/26,White
White,Bob,Bob White,1926,1926/27,White
Whitehurst,Bert,Bert Whitehurst,1931,1931/32,Whitehurst
Whitehurst,Bert,Bert Whitehurst,1932,1932/33,Whitehurst
Whitehurst,Bert,Bert Whitehurst,1933,1933/34,Whitehurst
Whittingham,Steve,Steve Whittingham,1978,1978/79,Whittingham
Whittingham,Steve,Steve Whittingham,1979,1979/80,Whittingham
Whittingham,Steve,Steve Whittingham,1980,1980/81,Whittingham
Whyte,Crawford,Crawford Whyte,1936,1936/37,Whyte
Wilde,Leslie,Leslie Wilde,1923,1923/24,Wilde
Wilkinson,Barry,Barry Wilkinson,1963,1963/64,Wilkinson
Williams,Gary,Gary Williams,1976,1976/77,Williams G
Williams,Gary,Gary Williams,1982,1982/83,Williams G
Williams,Gary,Gary Williams,1983,1983/84,Williams G
Williams,Gary,Gary Williams,1984,1984/85,Williams G
Williams,Gary,Gary Williams,1985,1985/86,Williams G
Williams,Gary,Gary Williams,1986,1986/87,Williams G
Williams,Gary,Gary Williams,1987,1987/88,Williams G
Williams,Gary,Gary Williams,1988,1988/89,Williams G
Williams,Graham,Graham Williams,1966,1966/67,Williams
Williams,Graham,Graham Williams,1967,1967/68,Williams
Williams,Jackie,Jackie Williams,1946,1946/47,Williams JW
Williams,John,John Williams,1978,1978/79,Williams J
Williams,John,John Williams,1979,1979/80,Williams J
Williams,John,John Williams,1980,1980/81,Williams J
Williams,John,John Williams,1981,1981/82,Williams J
Williams,John,John Williams,1982,1982/83,Williams J
Williams,John,John Williams,1983,1983/84,Williams J
Williams,John,John Williams,1984,1984/85,Williams J
Williams,Keith,Keith Williams,1957,1957/58,Williams K
Williams,Keith,Keith Williams,1958,1958/59,Williams K
Williams,Keith,Keith Williams,1959,1959/60,Williams K
Williams,Keith,Keith Williams,1960,1960/61,Williams K
Williams,Ray,Ray Williams,1951,1951/52,Williams R
Williams,Ray,Ray Williams,1952,1952/53,Williams R
Williams,Ray,Ray Williams,1953,1953/54,Williams R
Williams,Ray,Ray Williams,1954,1954/55,Williams R
Williams,Ray,Ray Williams,1955,1955/56,Williams R
Williams,Ray,Ray Williams,1956,1956/57,Williams R
Williams,Ray,Ray Williams,1957,1957/58,Williams R
Williams,Ray,Ray Williams,1958,1958/59,Williams R
Williams,Tommy,Tommy Williams,1946,1946/47,Williams T
Williams,Tommy,Tommy Williams,1947,1947/48,Williams
Williams,Tommy,Tommy Williams,1948,1948/49,Williams
Williams,Tommy,Tommy Williams,1949,1949/50,Williams T
Williams,Tommy,Tommy Williams,1950,1950/51,Williams
Williams,Tommy,Tommy Williams,1951,1951/52,Williams
Williams,Tommy,Tommy Williams,1952,1952/53,Williams
Williams,Tommy,Tommy Williams,1953,1953/54,Williams T
Williams,Tommy,Tommy Williams,1954,1954/55,Williams T
Williams,Tommy,Tommy Williams,1955,1955/56,Williams T
Williams,Tommy,Tommy Williams,1956,1956/57,Williams T
Williamson,James,James Williamson,1946,1946/47,Williamson J
Williamson,Stewie,Stewie Williamson,1945,1945/46,Williamson S
Williamson,Stewie,Stewie Williamson,1946,1946/47,Williamson S
Williamson,Stewie,Stewie Williamson,1947,1947/48,Williamson
Williamson,Stewie,Stewie Williamson,1948,1948/49,Williamson
Williamson,Stewie,Stewie Williamson,1949,1949/50,Williamson
Williamson,Stewie,Stewie Williamson,1950,1950/51,Williamson
Williamson,Stewie,Stewie Williamson,1951,1951/52,Williamson
Williamson,Stewie,Stewie Williamson,1952,1952/53,Williamson
Wilson,Bob,Bob Wilson,1962,1962/63,Wilson
Wilson,Bob,Bob Wilson,1963,1963/64,Wilson
Winn,Edward,Edward Winn,1921,1921/22,Winn
Woan,Don,Don Woan,1953,1953/54,Woan
Woan,Don,Don Woan,1954,1954/55,Woan
Wood,Albert,Albert Wood,1936,1936/37,Wood
Wood,Archie,Archie Wood,1949,1949/50,Wood
Wooddin,Steve,Steve Wooddin,1974,1974/75,Wooddin
Woods,Billy,Billy Woods,1996,1996/97,Woods
Woods,Ray,Ray Woods,1982,1982/83,Woods
Woods,Ray,Ray Woods,1983,1983/84,Woods
Woods,Ray,Ray Woods,1984,1984/85,Woods
Woodward,Billy,Billy Woodward,1933,1933/34,Woodward
Woodward,Billy,Billy Woodward,1934,1934/35,Woodward
Woodward,Billy,Billy Woodward,1935,1935/36,Woodward
Worthington,Frank,Frank Worthington,1985,1985/86,Worthington
Worthington,Frank,Frank Worthington,1986,1986/87,Worthington
Yardley,George,George Yardley,1966,1966/67,Yardley
Yardley,George,George Yardley,1967,1967/68,Yardley
Yardley,George,George Yardley,1968,1968/69,Yardley
Yardley,George,George Yardley,1969,1969/70,Yardley
Yardley,George,George Yardley,1970,1970/71,Yardley
Yates,Wilf,Wilf Yates,1926,1926/27,Yates
Yates,Wilf,Wilf Yates,1927,1927/28,Yates
Yates,Wilf,Wilf Yates,1928,1928/29,Yates
Yeats,Ron,Ron Yeats,1971,1971/72,Yeats
Yeats,Ron,Ron Yeats,1972,1972/73,Yeats
Yeats,Ron,Ron Yeats,1973,1973/74,Yeats
Young,Tommy,Tommy Young,1972,1972/73,Young
Young,Tommy,Tommy Young,1973,1973/74,Young
Young,Tommy,Tommy Young,1974,1974/75,Young
Young,Tommy,Tommy Young,1975,1975/76,Young
Young,Tommy,Tommy Young,1976,1976/77,Young
